id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
N,NORTE,2013-01-01 00:00:00,3564.39750000
NE,NORDESTE,2013-01-01 00:00:00,7583.07737500
S,SUL,2013-01-01 00:00:00,6551.50754167
SE,SUDESTE,2013-01-01 00:00:00,28378.12620833
N,NORTE,2013-01-02 00:00:00,3806.08625000
NE,NORDESTE,2013-01-02 00:00:00,8979.10700000
S,SUL,2013-01-02 00:00:00,8364.02050000
SE,SUDESTE,2013-01-02 00:00:00,34777.31662500
N,NORTE,2013-01-03 00:00:00,3902.81958333
NE,NORDESTE,2013-01-03 00:00:00,9427.51691667
S,SUL,2013-01-03 00:00:00,9471.33279167
SE,SUDESTE,2013-01-03 00:00:00,35437.02133333
N,NORTE,2013-01-04 00:00:00,3931.49833333
NE,NORDESTE,2013-01-04 00:00:00,9405.93320833
S,SUL,2013-01-04 00:00:00,10107.39712500
SE,SUDESTE,2013-01-04 00:00:00,35355.75858333
N,NORTE,2013-01-05 00:00:00,3842.51375000
NE,NORDESTE,2013-01-05 00:00:00,8992.60358333
S,SUL,2013-01-05 00:00:00,9368.90041667
SE,SUDESTE,2013-01-05 00:00:00,33293.80804167
N,NORTE,2013-01-06 00:00:00,3742.24333333
NE,NORDESTE,2013-01-06 00:00:00,8304.68641667
S,SUL,2013-01-06 00:00:00,8114.73104167
SE,SUDESTE,2013-01-06 00:00:00,31191.22266667
N,NORTE,2013-01-07 00:00:00,4032.72250000
NE,NORDESTE,2013-01-07 00:00:00,9388.01475000
S,SUL,2013-01-07 00:00:00,10533.99883333
SE,SUDESTE,2013-01-07 00:00:00,37563.63204167
N,NORTE,2013-01-08 00:00:00,4005.62875000
NE,NORDESTE,2013-01-08 00:00:00,9596.47937500
S,SUL,2013-01-08 00:00:00,10822.30162500
SE,SUDESTE,2013-01-08 00:00:00,39587.90454167
N,NORTE,2013-01-09 00:00:00,3978.74750000
NE,NORDESTE,2013-01-09 00:00:00,9673.62470833
S,SUL,2013-01-09 00:00:00,11062.11450000
SE,SUDESTE,2013-01-09 00:00:00,38872.47341667
N,NORTE,2013-01-10 00:00:00,3924.95291667
NE,NORDESTE,2013-01-10 00:00:00,9769.81687500
S,SUL,2013-01-10 00:00:00,10947.90958333
SE,SUDESTE,2013-01-10 00:00:00,37189.66145833
N,NORTE,2013-01-11 00:00:00,3894.01125000
NE,NORDESTE,2013-01-11 00:00:00,9663.52158333
S,SUL,2013-01-11 00:00:00,10790.17045833
SE,SUDESTE,2013-01-11 00:00:00,35122.20008333
N,NORTE,2013-01-12 00:00:00,3815.93916667
NE,NORDESTE,2013-01-12 00:00:00,9044.91641667
S,SUL,2013-01-12 00:00:00,9574.09879167
SE,SUDESTE,2013-01-12 00:00:00,31833.61925000
N,NORTE,2013-01-13 00:00:00,3663.78083333
NE,NORDESTE,2013-01-13 00:00:00,8185.67741667
S,SUL,2013-01-13 00:00:00,8407.47141667
SE,SUDESTE,2013-01-13 00:00:00,28522.41583333
N,NORTE,2013-01-14 00:00:00,3947.71708333
NE,NORDESTE,2013-01-14 00:00:00,9256.59537500
S,SUL,2013-01-14 00:00:00,11093.48891667
SE,SUDESTE,2013-01-14 00:00:00,34190.74462500
