id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
N,NORTE,2015-01-01,4541.00516667
NE,NORDESTE,2015-01-01,8308.52194932
S,SUL,2015-01-01,7717.62003968
SE,SUDESTE,2015-01-01,30874.77870833
N,NORTE,2015-01-02,4886.83425000
NE,NORDESTE,2015-01-02,9421.86893782
S,SUL,2015-01-02,8512.00149159
SE,SUDESTE,2015-01-02,36272.76983333
N,NORTE,2015-01-03,4856.08575000
NE,NORDESTE,2015-01-03,9265.77070664
S,SUL,2015-01-03,8511.20885024
SE,SUDESTE,2015-01-03,35591.51287500
N,NORTE,2015-01-04,4618.21904167
NE,NORDESTE,2015-01-04,8633.45651877
S,SUL,2015-01-04,8228.55667125
SE,SUDESTE,2015-01-04,33038.22429167
N,NORTE,2015-01-05,4876.77304167
NE,NORDESTE,2015-01-05,9831.51279469
S,SUL,2015-01-05,10872.02928158
SE,SUDESTE,2015-01-05,38841.50025000
N,NORTE,2015-01-06,5032.98291667
NE,NORDESTE,2015-01-06,10270.90518684
S,SUL,2015-01-06,12307.82897049
SE,SUDESTE,2015-01-06,39958.21304167
N,NORTE,2015-01-07,5113.46766667
NE,NORDESTE,2015-01-07,10182.69498337
S,SUL,2015-01-07,12696.97940387
SE,SUDESTE,2015-01-07,41163.98562500
N,NORTE,2015-01-08,5223.47229167
NE,NORDESTE,2015-01-08,10201.75655011
S,SUL,2015-01-08,12421.08200324
SE,SUDESTE,2015-01-08,41839.31650000
N,NORTE,2015-01-09,5164.69991667
NE,NORDESTE,2015-01-09,10218.43721580
S,SUL,2015-01-09,12301.76635301
SE,SUDESTE,2015-01-09,42684.62695833
N,NORTE,2015-01-10,4888.62829167
NE,NORDESTE,2015-01-10,9794.40968221
S,SUL,2015-01-10,10969.64371941
SE,SUDESTE,2015-01-10,39837.67575000
N,NORTE,2015-01-11,4588.09937500
NE,NORDESTE,2015-01-11,9073.61326355
S,SUL,2015-01-11,9661.26901674
SE,SUDESTE,2015-01-11,36551.63841667
N,NORTE,2015-01-12,5112.73458333
NE,NORDESTE,2015-01-12,10258.91681934
S,SUL,2015-01-12,13022.60096346
SE,SUDESTE,2015-01-12,43520.97900000
N,NORTE,2015-01-13,5121.56433333
NE,NORDESTE,2015-01-13,10520.64437135
S,SUL,2015-01-13,13816.62807383
SE,SUDESTE,2015-01-13,44528.89716667
N,NORTE,2015-01-14,5028.21245833
NE,NORDESTE,2015-01-14,10532.69911144
S,SUL,2015-01-14,13254.52732367
SE,SUDESTE,2015-01-14,44458.43087500
N,NORTE,2015-01-15,4954.76900000
NE,NORDESTE,2015-01-15,10502.18335661
S,SUL,2015-01-15,12683.72419279
SE,SUDESTE,2015-01-15,44770.91225000
N,NORTE,2015-01-16,5115.74100000
NE,NORDESTE,2015-01-16,10594.53511368
S,SUL,2015-01-16,12996.09526529
SE,SUDESTE,2015-01-16,44591.29300000
N,NORTE,2015-01-17,4864.12120833
NE,NORDESTE,2015-01-17,10112.19191529
S,SUL,2015-01-17,11493.36401108
SE,SUDESTE,2015-01-17,40809.26095833
N,NORTE,2015-01-18,4562.59158333
NE,NORDESTE,2015-01-18,9285.76470108
S,SUL,2015-01-18,9946.16991833
SE,SUDESTE,2015-01-18,37591.39920833
N,NORTE,2015-01-19,4964.26029167
NE,NORDESTE,2015-01-19,10364.25565549
S,SUL,2015-01-19,13064.59284071
SE,SUDESTE,2015-01-19,44655.10745833
N,NORTE,2015-01-20,4968.81587500
NE,NORDESTE,2015-01-20,10624.48385003
S,SUL,2015-01-20,12985.63407254
SE,SUDESTE,2015-01-20,44983.62770833
N,NORTE,2015-01-21,5112.69141667
NE,NORDESTE,2015-01-21,10708.28817911
S,SUL,2015-01-21,12327.65599108
SE,SUDESTE,2015-01-21,45132.94245833
N,NORTE,2015-01-22,5200.09358333
NE,NORDESTE,2015-01-22,10558.64660462
